x_scaled,amplitude
-4.0,0.2807851730746736
-3.959798994974874,0.2808777941609333
-3.919597989949749,0.27985791026414575
-3.879396984924623,0.27769776455640655
-3.8391959798994977,0.2743735670850913
-3.798994974874372,0.269865721093469
-3.758793969849246,0.26415902349569215
-3.7185929648241207,0.25724283901081596
-3.678391959798995,0.24911124848599928
-3.6381909547738696,0.2397631729965772
-3.5979899497487438,0.22920247635982663
-3.557788944723618,0.21743804969831954
-3.5175879396984926,0.20448388259739367
-3.477386934673367,0.190359126184021
-3.4371859296482414,0.1750881540872562
-3.3969849246231156,0.15870062772609284
-3.35678391959799,0.14123157278010712
-3.3165829145728645,0.1227214743069187
-3.2763819095477387,0.1032163997664589
-3.2361809045226133,0.08276816619368188
-3.1959798994974875,0.06143460030572749
-3.1557788944723617,0.03928015095380677
-3.115577889447236,0.016380059787835414
-3.0753768844221105,0.007253258291800211
-3.035175879396985,0.03140370914347598
-2.9949748743718594,0.056078342081389364
-2.9547738693467336,0.08115843253494681
-2.914572864321608,0.10653651906840403
-2.8743718592964824,0.13209806398580884
-2.834170854271357,0.15772029976419769
-2.7939698492462313,0.18327184504103566
-2.7537688442211055,0.20861251104262632
-2.7135678391959797,0.23359323946036456
-2.6733668341708543,0.2580561794195843
-2.633165829145729,0.28183492456464776
-2.592964824120603,0.3047549336038191
-2.5527638190954773,0.3266341560535268
-2.5125628140703515,0.34728388092941903
-2.472361809045226,0.36650982015050737
-2.4321608040201004,0.3841134306471358
-2.391959798994975,0.3998934698379495
-2.351758793969849,0.4136477686491405
-2.3115577889447234,0.4251751951471718
-2.271356783919598,0.4342777708747419
-2.2311557788944723,0.44076289199962304
-2.190954773869347,0.4444455993875878
-2.150753768844221,0.4451508367002462
-2.1105527638190953,0.4427156345370949
-2.07035175879397,0.43699116226389495
-2.030150753768844,0.42784459801052493
-1.9899497487437188,0.4151607815540877
-1.949748743718593,0.39884363421054764
-1.9095477386934672,0.37881735382212
-1.8693467336683418,0.3550274204566097
-1.829145728643216,0.3274414782297987
-1.7889447236180902,0.2960501892098486
-1.7487437185929648,0.26086818506068615
-1.708542713567839,0.2219352694569443
-1.6683417085427137,0.17931804877094096
-1.6281407035175879,0.13311219484577336
-1.587939698492462,0.08344562392566732
-1.5477386934673367,0.030484145763349058
-1.507537688442211,0.025583111535307703
-1.4673366834170856,0.08447503688181855
-1.4271356783919598,0.14590065826811105
-1.386934673366834,0.20948326370843284
-1.3467336683417086,0.2747730127051291
-1.3065326633165828,0.3412330107021345
-1.2663316582914574,0.40822700069769513
-1.2261306532663316,0.4750072700716287
-1.1859296482412058,0.5407035182029584
-1.1457286432160805,0.6043137119185894
-1.1055276381909547,0.6646980949742424
-1.0653266331658293,0.7205775285021402
-1.0251256281407035,0.7705371662835834
-0.9849246231155777,0.8130360531568381
-0.9447236180904524,0.8464225381024516
-0.9045226130653266,0.8689544197203771
-0.8643216080402008,0.8788215595903489
-0.8241206030150754,0.874167454473985
-0.7839195979899496,0.8531051713623587
-0.7437185929648242,0.8137223901045718
-0.7035175879396984,0.7540703500230399
-0.6633165829145726,0.6721325251532219
-0.6231155778894473,0.5657711127796191
-0.5829145728643215,0.4326532384806395
-0.5427135678391961,0.27016474543330693
-0.5025125628140703,0.0753288493517827
-0.4623115577889445,0.15524078284996576
-0.42211055276381915,0.425289649026881
-0.38190954773869334,0.7387002346824371
-0.341708542713568,1.0989364862195286
-0.3015075376884422,1.5079645918861178
-0.2613065326633164,1.964397602188882
-0.22110552763819102,2.4606798566508723
-0.18090452261306522,2.979461708558776
-0.14070351758793986,3.490141706094509
-0.10050251256281406,3.9478613273838112
-0.06030150753768826,4.2981945247021285
-0.0201005025125629,4.489438170392575
0.020100502512562457,4.489438170392576
0.06030150753768826,4.2981945247021285
0.10050251256281406,3.9478613273838112
0.14070351758793986,3.490141706094509
0.18090452261306567,2.97946170855877
0.22110552763819058,2.460679856650878
0.2613065326633164,1.964397602188882
0.3015075376884422,1.5079645918861178
0.341708542713568,1.0989364862195286
0.3819095477386938,0.7387002346824333
0.4221105527638196,0.42528964902687777
0.4623115577889445,0.15524078284996576
0.5025125628140703,0.0753288493517827
0.5427135678391961,0.27016474543330693
0.5829145728643219,0.43265323848064113
0.6231155778894477,0.5657711127796204
0.6633165829145726,0.6721325251532219
0.7035175879396984,0.7540703500230399
0.7437185929648242,0.8137223901045718
0.78391959798995,0.8531051713623591
0.8241206030150758,0.8741674544739851
0.8643216080402008,0.8788215595903489
0.9045226130653266,0.8689544197203771
0.9447236180904524,0.8464225381024516
0.9849246231155782,0.8130360531568377
1.025125628140704,0.7705371662835828
1.0653266331658289,0.7205775285021407
1.1055276381909547,0.6646980949742424
1.1457286432160805,0.6043137119185894
1.1859296482412063,0.5407035182029577
1.226130653266332,0.4750072700716279
1.266331658291457,0.40822700069769585
1.3065326633165828,0.3412330107021345
1.3467336683417086,0.2747730127051291
1.3869346733668344,0.20948326370843215
1.4271356783919602,0.14590065826811036
1.4673366834170851,0.08447503688181922
1.507537688442211,0.025583111535307703
1.5477386934673367,0.030484145763349058
1.5879396984924625,0.08344562392566789
1.6281407035175883,0.13311219484577388
1.6683417085427132,0.17931804877094046
1.708542713567839,0.2219352694569443
1.7487437185929648,0.26086818506068615
1.7889447236180906,0.29605018920984894
1.8291457286432165,0.327441478229799
1.8693467336683414,0.3550274204566094
1.9095477386934672,0.37881735382212
1.949748743718593,0.39884363421054764
1.9899497487437188,0.4151607815540877
2.0301507537688446,0.4278445980105251
2.0703517587939704,0.436991162263895
2.1105527638190953,0.4427156345370949
2.150753768844221,0.4451508367002462
2.190954773869347,0.4444455993875878
2.2311557788944727,0.440762891999623
2.2713567839195985,0.4342777708747418
2.3115577889447234,0.4251751951471718
2.351758793969849,0.4136477686491405
2.391959798994975,0.3998934698379495
2.432160804020101,0.3841134306471356
2.4723618090452266,0.36650982015050715
2.5125628140703515,0.34728388092941903
2.5527638190954773,0.3266341560535268
2.592964824120603,0.3047549336038191
2.633165829145729,0.28183492456464776
2.6733668341708547,0.25805617941958403
2.7135678391959797,0.23359323946036456
2.7537688442211055,0.20861251104262632
2.7939698492462313,0.18327184504103566
2.834170854271357,0.15772029976419769
2.874371859296483,0.13209806398580856
2.914572864321608,0.10653651906840403
2.9547738693467336,0.08115843253494681
2.9949748743718594,0.056078342081389364
3.035175879396985,0.03140370914347598
3.075376884422111,0.007253258291799949
3.115577889447236,0.016380059787835414
3.1557788944723617,0.03928015095380677
3.1959798994974875,0.06143460030572749
3.2361809045226133,0.08276816619368188
3.276381909547739,0.10321639976645912
3.316582914572864,0.12272147430691849
3.35678391959799,0.14123157278010712
3.3969849246231156,0.15870062772609284
3.4371859296482414,0.1750881540872562
3.4773869346733672,0.19035912618402118
3.517587939698492,0.20448388259739353
3.557788944723618,0.21743804969831954
3.5979899497487438,0.22920247635982663
3.6381909547738696,0.2397631729965772
3.6783919597989954,0.2491112484859994
3.7185929648241203,0.25724283901081585
3.758793969849246,0.26415902349569215
3.798994974874372,0.269865721093469
3.8391959798994977,0.2743735670850913
3.8793969849246235,0.2776977645564066
3.9195979899497493,0.2798579102641458
3.959798994974874,0.2808777941609333
4.0,0.2807851730746736
